gt,user1,user2,user3,user4,user5,user6,user7,user8,user9,user10,user11,user12,user13,user14,user15,user16,user17,user18,user19,user20,user21,user22,user23,user24,user25,user26,user27,user28,user29,user30,user31,user32,user33,user34,user35,user36,user37,user38,user39,user40,user41,user42,user43,user44,user45,user46,user47,user48,user49,user50,user51,user52,user53,user54,user55,user56,user57,user58,user59,user60,user61,user62,user63,user64,user65,user66,user67,user68,user69,user70,user71,user72,user73,user74,user75,user76,user77,user78,user79,user80,user81,user82,user83,user84,user85,user86,user87,user88,user89,user90,user91,user92,user93,user94,user95,user96,user97,user98,user99,user100
23.33098594,22.00976482,25.30293653,22.76463647,23.69046324,25.02516398,22.41819661,21.96024826,21.90826056,22.82534086,25.34760512,15.49701585,25.71782848,24.43473321,25.73398408,23.74816196,20.85271364,16.83890318,23.25416282,21.34682646,18.98963236,12.95284891,19.68322956,16.27119354,13.03988226,16.36400082,15.08347723,22.8142445,10.36500239,20.18093866,11.897851,14.92473315,19.6080364,17.20922769,21.39209057,19.52093381,14.84280611,17.94398821,19.28686218,13.81509242,18.13689341,12.33253691,11.90811366,18.02427703,11.28935259,14.3351703,12.67354775,17.36715095,13.16337276,13.51040521,11.51525115,19.60652472,17.02686245,15.31778789,10.08074454,18.05475401,19.31970442,14.93784002,18.07037992,12.15195785,12.7488275,15.94353044,14.10177643,13.48172667,19.4319337,17.2683161,14.41371643,6.32681614,13.59657951,14.55668232,13.84172755,37.80918616,43.23567451,44.17834867,36.0795162,18.71736096,12.4394924,11.02082536,48.84256853,20.64813471,34.88757476,10.24657477,10.83029903,39.67265396,29.97784264,11.66000345,37.71282663,10.83857786,46.96160592,42.57587056,32.90341703,20.11160915,39.25062795,27.19769584,46.29742849,25.75444674,41.01076782,10.56895322,24.9763192,47.16273737,45.69597066
28.94954301,29.15570784,27.83280213,27.78318494,30.48369173,28.82579673,28.02479844,32.78681683,33.93891908,27.9867992,30.56102506,31.24270024,28.62384213,21.93511672,22.85036375,28.13662129,31.85917584,22.43263292,29.8881216,28.74037707,26.12039145,21.12769164,19.23110515,25.86294832,18.40210027,21.5995633,19.95245193,23.14568442,18.93136054,20.05457728,20.12311204,19.35812103,18.01082897,19.48503618,20.34066067,18.47413423,22.18244413,24.66936683,33.3218461,21.47257597,21.02615675,17.02234407,24.17207319,25.58295483,20.78154114,20.97541759,16.2308414,20.21256854,22.85896683,21.55846136,23.82767751,21.09497646,21.77947747,22.33578477,19.99233163,30.16042315,25.33821211,20.45261843,23.73073913,23.11879424,19.34871526,18.80953051,19.62805164,27.74026031,25.58208875,27.72221404,20.66402134,27.43471655,22.04317582,12.32817808,12.46411776,47.42116183,14.60413789,15.09028617,47.71319291,25.03002291,46.03762595,48.65571131,12.40231391,36.09453233,36.40931883,14.81391138,35.3901383,10.66068055,48.52986862,44.79897768,27.23455725,20.55618964,11.46217912,32.46282024,25.37419484,27.69648017,44.97068253,43.84180886,27.73922859,12.31605351,48.16074083,30.9490524,15.75475719,17.32254967,49.01618379
30.46657643,29.97799742,28.87700995,30.38800912,31.50374125,25.70074897,30.91281186,27.28405815,28.56078306,30.12679666,29.78763784,29.30218234,27.0899377,30.70534888,44.36870814,29.86628361,33.71942519,29.66227762,31.32546256,24.15843927,27.67712213,23.9566085,21.76265566,30.70939714,20.94818427,20.44202421,20.86378494,19.28453732,18.57340128,23.90279649,14.65563273,22.84344738,14.90385011,19.38962098,28.78898371,26.51317996,19.38457003,19.62037971,19.40989331,26.3160089,25.7893085,24.29763537,24.96158564,23.4719901,17.88978658,22.2675516,22.42954101,18.30600732,23.12037089,24.61489706,27.91866737,24.33297392,23.84196588,18.48486876,24.36554939,30.74109167,23.47731996,21.64884077,24.39333721,22.59174438,25.24500879,25.37888612,27.5455563,22.14808558,24.7522026,24.47002518,18.20552938,25.54048829,25.96826657,23.52310728,16.36860905,25.67471605,41.06041668,36.6007024,23.76633977,27.48458508,44.59132499,37.54526059,14.3256711,12.45545153,15.31140838,22.25406669,38.12219058,10.90898143,38.54633626,43.75314169,44.99840447,14.03676304,32.54247795,34.41558021,25.78018789,39.35724004,31.40913071,32.11444611,15.60028678,37.17822577,26.36735934,35.1109933,28.66221829,24.31007151,42.3266018
32.9271704,31.58591855,34.77887923,32.04345334,33.72929948,29.82322173,33.58725838,33.45184229,36.9827065,32.66423208,35.59257527,32.82760484,30.21167929,31.14949441,36.79411843,32.61570816,37.70346171,35.68921579,32.2982118,31.78674045,38.19236427,23.987993,25.00285844,29.57226179,23.03401806,30.71929764,21.87003877,28.45687081,22.84951961,28.43950291,29.15539968,28.18403865,19.59913824,27.90509483,30.1996217,25.8367814,30.71594329,23.09489763,27.66629113,28.56003242,28.01377954,24.27118371,32.27307681,24.64465768,18.6308629,29.01728201,24.50689347,23.37201823,24.17464249,23.05026738,26.19042336,25.5686654,25.37533963,17.12232463,27.51683095,28.17824897,24.63968954,24.13279267,27.85552894,29.03148173,28.6743547,27.80821361,26.61764864,32.99396571,24.92989993,25.11085381,24.73187743,16.5015536,22.17079927,23.8156822,24.73039494,19.59883817,32.44821512,46.46706722,49.07871499,17.06404682,44.2302682,15.7234617,40.80680046,44.09318338,32.188117,37.83778055,40.35579914,22.28940724,42.43705422,25.1717951,39.54301637,27.36867715,13.46793556,15.39313093,32.61190409,22.61032231,39.67836837,37.93226301,45.51688134,36.76731228,47.26439669,27.79069449,27.84772239,48.75140454,22.23753245
28.26352467,32.64679825,28.9590351,27.57582185,26.2939584,28.16614489,27.7776191,26.54502148,24.74156834,27.38865093,30.92007109,31.73920334,29.38665151,31.54328229,26.65187107,26.6542457,28.17254707,33.99330074,28.55387041,26.92384298,24.19689168,23.92109455,18.12533944,25.3433861,18.68752597,19.09706778,16.79115814,16.02934286,13.19713416,25.71113436,22.89711019,18.12827443,20.82256543,18.56063504,19.70748953,24.20260357,17.37010622,17.82161377,25.89961954,20.15707652,23.83965851,16.72725703,16.50727671,21.51354495,13.74059069,20.02578533,19.0205467,22.09681119,21.20561995,21.74149103,17.4179945,21.3279118,21.09904908,18.17487782,16.8809086,24.14272825,19.88200495,19.4146086,22.47956189,23.51899675,21.70553629,18.708584,18.89202381,22.08110322,16.54023261,21.34981201,12.93122967,30.84683295,21.60690976,19.17681064,16.55065274,49.25045529,41.06842191,48.54708208,37.98148956,12.3441949,18.75921641,32.64582502,14.92634588,47.95516685,38.05994657,49.15402959,13.50823389,30.2937121,35.56278512,42.72237303,30.69280243,29.1321906,28.7225573,21.36410095,32.09253876,22.56447311,13.4101364,30.14947139,20.51945782,36.87481822,31.53362521,10.64933202,42.86429183,26.50245313,15.99800144
32.28266258,32.42203726,32.13845441,31.86577631,30.8784356,29.83329698,32.13341313,31.82985007,35.98544935,32.91626001,30.20188735,26.20514366,33.64227896,35.5291998,31.27051871,31.97782789,34.46877373,25.73707122,32.54817871,33.9991938,32.89489887,23.01962334,24.98245303,22.16762483,22.77990144,29.95315938,25.79711399,23.96884642,22.70633936,28.01226921,26.19813333,25.52498026,16.59798284,24.48759349,32.94216205,23.07766429,20.17038695,25.21178334,24.58272511,28.63574664,26.78144588,26.95989084,21.0396825,24.38538676,16.46577429,24.64419243,34.98835555,22.80450579,19.85405952,25.76180164,27.14023067,26.83772502,24.57038848,20.70617824,25.77274355,25.53403133,16.60278844,24.03259436,26.31562533,28.35326231,21.49859241,24.90809601,17.59230428,22.00146874,20.5310896,29.64427701,22.29007228,21.83034505,20.48406979,23.79202818,17.04009584,24.52956572,38.51133553,31.05955802,27.86548267,38.83628071,23.19397556,33.48868245,28.94925079,33.65702469,32.27364301,39.678653,44.94986204,10.51598669,29.73627106,27.65065137,32.92353525,31.01297525,13.46878484,49.40195938,32.73521161,42.81772148,25.20970911,46.22872135,28.82552677,42.46128128,30.29673016,21.36088597,41.18073193,37.64928402,46.96205125
31.04055436,32.00050963,31.04148045,30.3258728,31.17816765,29.37903562,31.56296361,25.92420843,30.42498535,31.05028543,31.74151796,33.58174441,33.77034036,27.25131674,33.08064461,29.52891727,31.42011545,25.24069928,30.67903185,34.94146681,22.52886567,25.73767542,18.59973865,21.6785934,20.79787197,26.90719988,24.18520142,19.23067682,16.59589634,28.33397418,20.07579739,21.21627647,19.13464037,25.35210447,25.65083754,24.69877829,21.82625771,23.32144675,23.43118101,20.60412296,26.04649828,23.4882987,19.72473593,19.6157172,20.06081501,17.49140131,15.72345832,29.41618551,22.29713631,19.91847491,26.18982425,24.90767387,24.9914278,16.46825659,17.15674534,27.02430516,15.76645303,24.25248416,23.76568434,27.7710277,19.7328436,29.55467835,24.29355234,32.59116464,24.08532827,28.85473016,21.92042477,28.0902342,21.17494807,18.32796901,21.26710042,33.07439537,10.84988511,35.14742944,43.94152863,31.58390533,46.56046645,39.9639912,30.58653913,12.22931532,21.73178181,36.25280588,39.81456049,15.10240343,18.26149486,43.85378882,39.16518658,14.33690924,10.21596221,13.30150966,31.76785032,39.28006964,27.62630795,18.84106094,38.58316525,43.88733334,22.43105618,49.83718562,40.49581675,46.11791322,34.71331507
25.03471419,24.96267461,27.84070615,24.81354327,21.64717942,26.12762536,24.70485837,23.66850282,25.3690559,24.60668256,22.50844292,33.85739981,22.7111032,28.76878453,16.4060698,25.38988294,22.13580964,24.80616913,24.61777968,24.23100357,16.47897495,17.17701929,13.40676441,14.77946113,16.85102465,15.72592868,15.86742704,16.63567111,16.25312549,17.23809299,13.5678202,18.94335385,19.32862238,17.900558,21.80476079,18.71973341,13.24904466,16.07630564,13.10558677,14.8319656,18.03678328,17.69075377,18.42471114,20.45175498,17.43678089,20.01824468,9.845948464,17.59499833,13.10737087,22.27469121,18.25999821,17.4300876,17.99502214,11.07345216,17.14681385,16.60829228,16.83047861,17.29967168,19.40471851,15.58333528,21.83712941,9.856048801,10.0238501,17.23239277,17.45817113,16.27531095,13.33765989,20.61501229,18.97719443,17.65253779,10.90912742,25.32433851,21.79123327,23.07448514,34.75425158,15.01729744,14.44481632,23.39734626,29.13175397,19.89253523,48.84718785,10.80442597,37.88149774,18.80475656,40.95510578,20.67485818,13.16605655,13.83828292,33.46771643,29.90585618,11.23459665,33.05561479,19.51839089,24.63987505,15.76595959,42.85806244,19.64610727,30.07282965,29.2239083,23.22675295,33.06734197
35.94024015,32.31258444,36.07536957,37.25385741,37.46933264,36.54609687,35.51671885,41.0924859,39.47512433,36.45757074,34.5781552,40.44696299,35.25270743,38.44869167,35.74739638,33.62717564,35.20901076,40.29784161,36.31732464,39.31594907,41.83074716,26.07149548,26.61915827,29.53409773,26.52292197,26.58867417,25.47955539,17.73784505,29.22806414,22.92885467,27.88708758,28.16753539,27.13142936,28.26970855,35.5590051,31.03894701,19.60861807,28.80469945,37.55360936,27.00931925,30.47880276,27.01609386,22.8476028,37.73386996,31.30465294,25.58106536,31.02145884,37.84427796,27.08269396,34.82919932,30.42826014,30.1641037,28.86498722,26.65019154,30.02972118,30.59258279,33.67859077,26.74906201,30.62445481,29.7961044,30.01207986,24.91558307,24.24160138,32.40168178,27.75886663,32.78102798,23.53703588,26.45908004,26.21578567,28.41331636,28.87413012,49.1134958,15.69206088,27.83523605,30.09135597,24.57784435,47.50606561,37.11320646,48.8772994,23.32057073,15.24114478,21.71168695,19.30195694,23.93626841,34.76839842,42.71792201,35.08371094,23.16129646,28.93871371,30.13798348,44.38590145,17.42411617,30.78469623,36.4051453,37.12381713,48.95212081,25.09654084,12.84065753,22.63564541,27.35471685,48.80599864
23.40884266,23.45337686,22.14310883,25.38360485,27.38556615,24.17242476,22.77912474,21.29506819,22.79322807,21.86462107,21.85267295,25.6650908,22.8299192,23.77487706,26.55226047,22.06133512,24.39245804,29.4940699,23.05054361,27.98562607,22.56229427,13.84059895,12.50880241,23.7749948,13.16258244,17.70943317,12.76323334,9.020165744,13.63177818,16.2428702,10.3505538,16.87491216,24.77962416,12.91003322,20.88728665,17.85872352,14.18516429,17.00300802,13.37293634,18.58350053,19.92991504,18.07787103,13.60488503,26.28647401,10.54939641,16.14316212,17.43915829,16.33217663,14.61118846,12.87951255,18.41016701,16.57419651,17.27950306,12.03977047,10.31335979,20.9451976,13.72894382,15.48193123,18.47553313,17.07431031,9.486378698,14.49758352,12.91507394,15.48731957,15.18769057,22.94654008,15.16386909,17.76778031,10.8153473,14.08277718,15.98744036,30.02109343,33.65016218,31.57054971,10.21265548,34.12332973,21.64601627,48.63223652,46.98471557,22.78725556,17.66485588,12.04960961,12.89080576,25.85007894,48.85888139,43.16874854,13.45802732,49.57123955,19.19596734,44.58269384,22.1217298,24.50237204,19.47687351,17.81172891,14.64474276,42.13675525,34.10350135,36.53052226,13.17335814,30.03665217,36.31786208
